"Gene_Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BST1",148.748489776123,1.31104103310682,0.288317164563739,4.54721811339463,5.43596549177446e-06,1.29283599263138e-05
"RAPGEF2",3580.26703753523,-1.22874936873499,0.145323353583283,-8.45527809837392,2.78422969168655e-17,1.61078494035016e-16
"HGFAC",3.06715109738968,-3.6397950724692,1.3850554298457,-2.62790570979147,0.00859123256517169,0.0138734280653486
"SNX25",974.71240497728,-1.26337627638917,0.248612379964584,-5.08171104177973,3.74050124459893e-07,9.97589477316904e-07
"LRP2BP",633.475860380565,-4.20568719598663,0.310057700943104,-13.564208156076,6.52808300318375e-42,1.43429153150875e-40
"UFSP2",505.250820064871,1.24031196432473,0.187986675134876,6.59787170252801,4.17101962975092e-11,1.57688935873117e-10
"KLF3",6309.98985407655,-0.0666772277444567,0.221669385607517,-0.300795834128011,0.763570185267109,0.815490383309998
"KLHL5",1115.62673032118,0.094783896732009,0.391215916241718,0.242280267230859,0.808563002826326,0.852949593068069
"FAM149A",305.722633205427,0.384565985462034,0.394724182644411,0.974265075135952,0.32992494082348,0.397025485996976
"NCAPG",370.459759499731,0.155690816100625,0.379228444464445,0.410546250876554,0.681405282824035,0.741998934284695
"UGDH",3730.71626024008,2.21191993997043,0.244940558746718,9.03043559338686,1.70989794573516e-19,1.13386638027553e-18
"PPARGC1A",1026.21526359674,0.874056986913318,0.402410897663656,2.17205098566658,0.0298518174084749,0.044326415333078
"DDX25",8.20464015271377,-1.82500396669075,0.897493813972378,-2.03344461909229,0.0420076233461572,0.0608363088999251
"CRYAB",1019.46647455932,2.08660234652911,0.446740667429474,4.67072397625076,3.00140023356307e-06,7.31021548620609e-06
"DBX1",1.08767255812711,-1.07155759099462,1.63021454724475,-0.657310777164684,0.510981108206947,0.582799973682592
"HTATIP2",1616.49985481903,1.76283884240159,0.276567748422329,6.37398558746506,1.84177906207516e-10,6.59936106235641e-10
"CTSC",3726.24005795623,0.92487813720742,0.216585295853603,4.2702720586931,1.95234666109501e-05,4.38378406121345e-05
"CCDC34",397.705134821389,-0.172380147649615,0.251259744825017,-0.686063530668889,0.4926730470708,0.564867957262341
"ZBTB16",1288.49363036923,-2.40506354314492,0.688628919536364,-3.49253926884771,0.000478451241349517,0.000914417321183383
"ELP4",1001.67162758212,-1.67276939766787,0.243052008501038,-6.88235167437723,5.88724527590583e-12,2.35700645604782e-11
"ZPR1",1188.33863727878,-0.497940148503453,0.144151168055263,-3.45429145820419,0.000551740744351768,0.00104565544938226
"MTCH2",2605.29492508759,1.18265325014677,0.195174360026746,6.0594703627295,1.36570487558921e-09,4.53049767159589e-09
"FNBP4",3581.70824794513,-1.94075727813076,0.120685460847813,-16.0811191712488,3.46070051052286e-58,1.39640367733518e-56
"TECTA",39.5694411232845,-1.25468227541595,0.452748664256044,-2.77125560928521,0.00558405726741766,0.00925966393571875
"SC5D",1592.42900471347,-0.180974227753337,0.263173256923727,-0.687661922297017,0.491665703961584,0.563849064916118
"CRTAM",30.0697560834773,-0.415610184521696,0.551593093570217,-0.753472422636107,0.45116607698671,0.523053211317784
"JHY",129.254759749274,-1.02725409145088,0.373729752624308,-2.74865483477716,0.00598403645655654,0.00988927068320496
"B3GAT1",52.2523985790235,-2.05422110471178,0.311112750014835,-6.60281876783844,4.03412602773383e-11,1.52635009271514e-10
"HSPA8",21545.3877320597,1.39244920889648,0.235576269443042,5.91082120533005,3.40406365049372e-09,1.09262336898553e-08
"P2RX3",4.59090376276328,-2.92402164323342,1.65296486586348,-1.76895571322743,0.0769012655144687,0.106245169460779
"VWA5A",1778.61660375158,1.98828268546207,0.273321205844693,7.27452770932033,3.47634517813579e-13,1.51531972730437e-12
"DNAJC4",638.312005101647,1.79143059911471,0.200201963648167,8.94811702378179,3.61597581442698e-19,2.36156770973144e-18
"SIAE",3213.74745807787,3.04628379696397,0.300526763710228,10.1364808889408,3.80562876271131e-24,3.37813987087008e-23
"LPXN",499.745301304459,0.118818531261421,0.219371146747131,0.541632448128573,0.58807173398954,0.656310018466805
"DTX4",2958.23091962234,1.30173059132964,0.230701443321537,5.64249001908226,1.67608255563376e-08,5.06905616960846e-08
"ATG2A",1404.37878104663,1.06550989591499,0.21164456683458,5.03443065820719,4.79271120089729e-07,1.26402270847978e-06
"EHD1",2251.27986529018,1.75137069260889,0.181806752919315,9.63314433862716,5.79291656719956e-22,4.49548302815956e-21
"OSBP",3213.58045803508,0.503190162419886,0.128878166060476,3.90438642790559,9.44647399967913e-05,0.000196186469635998
"UNC93B1",892.348926372002,1.87485681917931,0.300238605731144,6.24455610767857,4.25005351040722e-10,1.47556205636261e-09
"PUS3",273.328597748253,0.0421251999516802,0.199870029344321,0.210762964762016,0.833072239192642,0.873760370080362
"DCPS",599.645910660274,-0.398184820197304,0.155659927163996,-2.55804321286746,0.0105263010816463,0.0167772854794271
"KMT5B",2194.05968609903,-0.318745301953998,0.148347818930722,-2.14863490580101,0.0316633524251068,0.0467933135955796
"FOXRED1",900.159168785162,-0.234065387529621,0.168824676722743,-1.38644060852562,0.165612403776048,0.21417145711512
"PPP6R3",4352.01292984732,-0.444303404536985,0.125245582824315,-3.54745767888851,0.00038896823796046,0.000751330558231379
"NRXN2",403.580411354954,1.23143521999722,0.518495761583612,2.37501501697162,0.0175482362402881,0.0269978328945742
"MS4A6A",1225.23687739912,-0.157243033011774,0.279570652446414,-0.562444704534619,0.573813067905701,0.643040117668957
"MS4A4A",327.708872055351,1.00576073023183,0.348050873393206,2.88969460247723,0.00385616248784822,0.00654284153928715
"ST3GAL4",1125.2807879554,0.538238661429078,0.475096117076301,1.13290477880844,0.257254242961302,0.318260440533754
"CPT1A",5847.97499331933,1.61017810898157,0.205485656082447,7.83596353964247,4.65260880667723e-15,2.30628143899063e-14
"CCND1",5259.12382451309,-0.964515931533857,0.215963935521436,-4.46609721759826,7.96594222429373e-06,1.86283661834259e-05
"CCDC86",388.231680363897,1.60279715381583,0.20491746506016,7.82167178061313,5.21263759681259e-15,2.56847750913724e-14
"PRPF19",2264.42948827071,1.61673505802036,0.178220024569897,9.07156792241539,1.17316487639406e-19,7.86732479741324e-19
"TMEM109",1724.91324797971,1.89450762642815,0.185798840799677,10.1965524557323,2.05435725012712e-24,1.85742433580713e-23
"CCKBR",3.10266272732979,1.60848063718381,1.34029095845552,1.20009810335312,0.230101242079821,0.287759038344871
"HPX",65.5818163304032,-2.779218643179,0.27367650016801,-10.1551234449171,3.14412035498487e-24,2.80930923114656e-23
"TRIM3",1020.62073989577,-0.297463494311799,0.191555178416263,-1.55288672836288,0.120450197973202,0.160631254822869
"CHORDC1",3223.33423527012,-3.05970212753138,0.315508754998064,-9.69767741484752,3.08439740523218e-22,2.4414399286313e-21
"FOLR1",32.3338637342984,-2.95465077115684,0.591685823788224,-4.99361426684166,5.9259697600189e-07,1.54893488226048e-06
"ANAPC15",342.484733912869,4.395031947336,0.222874824841453,19.719732591882,1.45998310992188e-86,1.50798798935138e-84
"FOLR3",1.15739033825265,1.96319942971878,1.41847057928078,1.38402548378141,0.166350651762578,0.215009122466526
"PANX1",621.49582219281,-0.416817192584793,0.192300451291268,-2.1675310161049,0.0301943873510313,0.0448000883446288
"ARHGEF17",2274.57736572042,-0.0190391420807666,0.399570699778453,-0.0476489945116673,0.961995984373707,0.976485268547899
"APOA5",0.715719677125647,-2.19466976373802,2.02120364692712,-1.08582317624185,0.277557230614395,0.340584657013596
"APOA4",9.23193921056728,4.84405008664444,1.97441430079308,2.45341116335042,0.0141508487756578,0.0220739071013879
"APOC3",2.2438760933574,2.38365286015706,1.9402933291991,1.22850129116352,0.219258844992767,0.275778580349936
"CEP164",1426.45360674882,-1.57603761999435,0.14545074818933,-10.8355415122572,2.33579322858741e-27,2.53233030857408e-26
"RNF141",1478.68262549974,-0.00976546327000042,0.181721113349198,-0.0537387378385414,0.957143319045225,0.97266152007491
"CEP126",460.598748993875,-1.40779250725682,0.272338925531522,-5.1692665839422,2.35014459532107e-07,6.40810588724202e-07
"EIF4G2",25444.9053347052,0.568794156898625,0.137269652573268,4.1436264042049,3.41856499725022e-05,7.47209060066021e-05
"IL10RA",1673.21542016924,-0.690170640968552,0.275877020657918,-2.50173297987131,0.0123587097114688,0.019466043267567
"GALNT18",281.665825097987,0.880438056498477,0.362280296211816,2.43026757376754,0.0150876796393117,0.0234534068006804
"BIRC2",1977.6854682988,-0.198911498673433,0.177459032566314,-1.12088686496757,0.262336022644328,0.323872684835355
"UBE4A",2267.11919768257,0.406444596706274,0.111960843192724,3.63023879702872,0.000283159128044327,0.000556393634044917
"DDX6",6706.32333218393,-0.615591277439393,0.135236150305788,-4.55197279756525,5.31452083857604e-06,1.26474415899246e-05
"UPK2",14.2654716407411,-5.33641569614264,0.838391428195647,-6.36506471401725,1.95207414276889e-10,6.97221745599e-10
"CBL",2829.25846020124,-1.24498926234781,0.122119192423707,-10.1948697632078,2.09024498948003e-24,1.88807538141958e-23
"NECTIN1",2169.73289471985,0.174143563556993,0.272365027299042,0.639375639684432,0.522578592425013,0.593569576203524
"HIPK3",4776.96457737853,-1.76565203605696,0.22035762992548,-8.01266575908475,1.12248397097471e-15,5.80484567846921e-15
"KIAA1549L",239.888935616847,-2.84444823532391,0.634588679997542,-4.4823494729451,7.38257147094419e-06,1.73452553845091e-05
"FBXO3",1729.76512671656,-0.527832151981447,0.152413037128497,-3.46316930576247,0.000533852368005135,0.00101347160662647
"PDHX",1014.798295979,0.29598986731696,0.152455746732356,1.94148055197018,0.0522000161247346,0.0743841423446488
"SLC1A2",78.456277344909,-1.95714268780528,0.400355849434091,-4.8885077876887,1.01603179179089e-06,2.59643461113162e-06
"COMMD9",541.392410978723,1.21370875589892,0.158714566903533,7.64711632698854,2.05536377427438e-14,9.73391191878509e-14
"SLC15A3",871.782290915769,0.30398495469224,0.25179435486393,1.20727470183561,0.227326369983973,0.284719761535877
"CD5",316.399989633549,-0.531114261045667,0.331720653007798,-1.60108891692427,0.109357226613605,0.147024200041848
"ACCS",988.001259897985,-2.69015141007837,0.259946851923321,-10.3488516601536,4.23535192703236e-25,3.98085377711425e-24
"SCGB2A2",0.216877935282825,2.29240339122462,3.66867629515849,0.624858452147954,0.532063963167013,0.602650671672274
"MDK",2139.48905426602,0.888188385864302,0.35868773778403,2.47621619671618,0.0132783145023173,0.020824753846884
"AMBRA1",2179.55654751148,-0.24013998190653,0.12448200509782,-1.92911402509803,0.0537167082351468,0.0763393434538971
"MADD",2624.84378086871,-0.00627097360148325,0.138728540110257,-0.0452031975287803,0.963945345598016,0.978150530892749
"PTPMT1",299.686470248747,3.80202212671369,0.190221424244854,19.9873496994729,7.09663458721141e-89,7.79604279363889e-87
"NAA40",978.809434032075,-0.534799466514774,0.170309366203611,-3.14016473923931,0.00168852853009403,0.00301036441974082
"CARS1",1819.63468102338,-0.192966513526022,0.135484109507419,-1.42427413980571,0.154367130382848,0.20099666435503
"SLC22A18",1575.68473579782,1.43913423870332,0.322338128527815,4.46467268788878,8.0191248176074e-06,1.87458139186505e-05
"CD81",7323.88386442516,2.28840670268403,0.265005386010775,8.63532148207354,5.85621091602893e-18,3.56265327974167e-17
"SLC35F2",1012.24701997865,0.9819584255149,0.259447001111785,3.78481316533628,0.000153824096805925,0.000311798950490252
"C11orf21",99.4406719836885,-2.40505086629914,0.486159325491067,-4.94704254386113,7.53495127749563e-07,1.94964940815255e-06
"ELMOD1",12.7145793333071,-0.458927521009319,0.626791369789486,-0.732185449782843,0.464055383990107,0.535936592898152
"CALCA",20.143212788361,-4.45539252530353,0.958197903411939,-4.64976233974091,3.32317739395814e-06,8.05573805767531e-06
"SOX6",729.353891349688,-2.55452142847183,0.306058956139308,-8.3465011470179,7.03149594092465e-17,3.94781625870821e-16
"C11orf58",3565.17019791876,-0.180104348648707,0.130861189455392,-1.37630071527128,0.168728551565751,0.217815930071125
"PITPNM1",1855.34573868203,1.48120327999033,0.285174909085167,5.19401683949681,2.05804513254498e-07,5.64159061647444e-07
"RPS13",6056.8434776124,1.67532780068939,0.180719686835872,9.27031155278012,1.85602983152135e-20,1.31618831895758e-19
"AIP",680.18500043645,2.56517127730374,0.200720897119539,12.7797918109944,2.1263794381927e-37,3.89699529632133e-36
"NUP98",4220.25877981429,-0.332469118064244,0.119934620059508,-2.77208630751722,0.00556982665455966,0.00923929087631198
"NDUFS8",1206.23614785472,2.22510259682379,0.17505094554184,12.7111715388704,5.12606716063168e-37,9.26054243230086e-36
"TCIRG1",1708.6654771419,1.36369589233131,0.274257206402408,4.97232473931938,6.61547688622144e-07,1.72181783378031e-06
"CHKA",929.300469582142,0.586441506361828,0.171175513670442,3.42596609635934,0.000612616845138693,0.00115412204023204
"EXPH5",2200.84561138574,-1.38686227351065,0.349950438760057,-3.96302481695574,7.40060852891283e-05,0.000155705264133719
"HPS5",820.181244108799,-0.55379859466973,0.121356038777047,-4.56342016640111,5.03269523315125e-06,1.19932755995034e-05
"GTF2H1",1236.05708010248,-0.485954038931866,0.161551963354856,-3.00803548802714,0.00262942431032525,0.00457035019368313
"POU2AF1",1028.3549178424,0.354549290285876,0.3998634653122,0.886675880751087,0.375253427469764,0.445035344091287
"PTPN5",20.6989747997546,-0.982439548920373,0.591515911598435,-1.66088439830056,0.0967366662660835,0.131273141191497
"VWF",5122.19179554811,1.3961891977411,0.324304123086524,4.30518485072914,1.66846357921855e-05,3.77220441625607e-05
"PSMD9",645.610015193571,2.15209032585488,0.112130147821852,19.1927895187834,4.25191863230756e-82,3.77606138350492e-80
"P3H3",430.274552691192,0.573907463416531,0.419053522076783,1.36953260903836,0.170832848838499,0.220307952241003
"PPFIBP1",3179.62086315184,-1.55599691610606,0.213884066927108,-7.27495478490384,3.46536500862826e-13,1.51128355534649e-12
"PRPF40B",495.978953769118,-0.854751685612995,0.231097698700286,-3.69865944325795,0.000216741179865912,0.000431823684175663
"CD69",293.695470646314,-0.751300334797932,0.410524229158959,-1.83009986118754,0.0672350077081232,0.0939179653693611
"PRDM4",1520.68024328211,-0.0285903293304865,0.12956243739979,-0.220668350366592,0.825350676718103,0.867528876225184
"CLEC2B",216.520165916531,-0.161699428481444,0.267008724156954,-0.605596049312583,0.544783026405453,0.614894964772278
"COQ5",578.921251310595,1.7709621723563,0.184259890284374,9.61121907553031,7.16950501315613e-22,5.52764473732382e-21
"SELPLG",437.068344644429,1.24393046948149,0.295116096095145,4.21505463761775,2.49717725447974e-05,5.53649716768402e-05
"CORO1C",6373.14918569287,0.463727436696433,0.228114977298045,2.03286711898162,0.0420659498108986,0.060916136555633
"ASIC1",418.735198293736,-0.335787635461665,0.423617047316056,-0.792667900381114,0.427971336960902,0.499698670451677
"DAO",40.4096640212348,6.07013138838417,0.926786636643772,6.54965355388194,5.76707150497572e-11,2.15881808060003e-10
"CAPRIN2",1298.43365707587,-2.26146757613814,0.187836548197052,-12.0395503316305,2.20152381162168e-33,3.29448504250945e-32
"TSPAN11",849.666608269298,0.809622045750335,0.333290371645361,2.42917922217032,0.0151330496136684,0.0235200856973968
"KCTD10",3523.76686341165,0.14029204319352,0.162468041903264,0.863505471907217,0.387859612206835,0.458298428872849
"SLC11A2",3374.71461135751,-1.20613182734394,0.191640624472414,-6.29371684977765,3.09952992950617e-10,1.08864472944492e-09
"MLEC",14860.8996113304,1.0203767355045,0.235030142150444,4.34147180514129,1.41531442679948e-05,3.22402621135373e-05
"MVK",488.104915460514,1.07961931967783,0.246352418860002,4.38241818234942,1.17369248745816e-05,2.69820076498638e-05
"CSRNP2",1327.53445224758,-0.794374783056226,0.121084616511081,-6.56049303326262,5.36301604365518e-11,2.01341713008814e-10
"CAMKK2",2327.56558023944,0.373959224341031,0.0865553808530878,4.32046188989405,1.55702946179167e-05,3.53076541240313e-05
"BIN2",453.100211194365,0.309308825173438,0.251916003344555,1.22782523169195,0.219512581715948,0.276061184192139
"IL23A",51.8833951665637,-3.34652916266602,0.349425392854693,-9.57723517265289,9.9677505464269e-22,7.62322330522508e-21
"ATP5F1B",17951.0410268595,3.1634917769617,0.209809691053058,15.0779106583866,2.26318111384894e-51,7.253247397757e-50
"PTGES3",7388.65211711549,0.482118276838171,0.205002227105112,2.35177092291281,0.0186842776698707,0.0286366691222494
"SYT10",17.6327352303117,-0.334679606401025,0.70263498602072,-0.476320725639409,0.633845902090808,0.698575815891661
"BCL7A",549.394554257,-0.13431472369751,0.191416165036648,-0.701689555173119,0.48287278815623,0.555037942355701
"RSRC2",3370.02990276379,-1.09504021549902,0.142507082094221,-7.68411084843504,1.54063228023694e-14,7.35766644394577e-14
"CYP27B1",74.0653362830072,-1.63964014642581,0.322191072572015,-5.08903034878263,3.59899018280666e-07,9.6200855730296e-07
"MYF6",0.737787842030961,-2.52856456969847,2.83124243035942,-0.893093626524054,0.371807035826605,0.441250950161398
"MYF5",0,NA,NA,NA,NA,NA
"LIN7A",151.218397658353,-1.94569395600651,0.482687939322253,-4.03095622968845,5.55503889395082e-05,0.000118542010082568
"KRT18",12424.0077327746,2.22155001493878,0.31733744574093,7.00059209763863,2.54883018182377e-12,1.05122651053734e-11
"ACSS3",255.614751815241,-1.53609450443968,0.413283755866858,-3.71680348582232,0.000201759250925014,0.000403242671556408
"TNS2",2539.53647751962,0.714321481074818,0.340418598087883,2.09836209034152,0.0358731714522384,0.0525003560334045
"GLI1",374.566712421654,-1.31697090743528,0.297316337204628,-4.42952755242937,9.44397477180615e-06,2.19550752951897e-05
"PPM1H",1341.98820638235,-2.2851489866608,0.266549456412281,-8.57307689694285,1.00756178670509e-17,6.02160747054409e-17
"METAP2",1940.95211002981,0.204740466429777,0.152975526823357,1.33838706544345,0.180770293122639,0.231770857504942
"LTA4H",2248.24782659587,0.816854861391306,0.152642295729595,5.35143197032596,8.72609425510758e-08,2.48039816509601e-07
"ELK3",1692.45510807297,-1.99274426779361,0.218395085234626,-9.12449227349949,7.20732941745147e-20,4.90950880210269e-19
"SLC6A12",39.3689243602055,1.36051890565205,0.520573162787063,2.613501814746,0.00896196077551381,0.0144365201338057
"WNT5B",217.247895566946,1.44716921301113,0.355103489865822,4.07534494678706,4.59461883560172e-05,9.89245847633519e-05
"TRPV4",65.5277060835418,-2.23587095700457,0.46616813509349,-4.79627582557989,1.61642666824084e-06,4.0447911560128e-06
"ITFG2",1285.04180640421,-0.741375931565376,0.144647769830381,-5.12538791600273,2.96925765129352e-07,8.00776808043613e-07
"FOXM1",1126.67170814189,0.153461950490725,0.326436922554006,0.470112110143839,0.638274922510285,0.702682899977291
"PRH1",65.9265287080196,-1.39511336680053,0.326923577065458,-4.26739906409745,1.97765202561053e-05,4.43565956420633e-05
"PRMT8",4.57961335580768,-2.24227985355399,1.40564085403298,-1.59520111209103,0.110667270165965,0.148659278308183
"PARP11",501.403109185869,-0.817611780790046,0.173209149459041,-4.72037293262841,2.35412631945216e-06,5.79686067649499e-06
"ARPC3",2903.66973488613,1.98194916370481,0.182384160752821,10.8668930214334,1.65749495957894e-27,1.81038458085045e-26
"GPN3",246.204164805404,1.10884385983793,0.208484221751446,5.31859845566582,1.04569629624964e-07,2.95560055178829e-07
"VPS29",1599.39232518,0.548243158189371,0.157213059434697,3.48726219158084,0.000487992693978418,0.000931809620120549
"FGF6",1.39279338861492,-2.69484041239057,1.70606029301625,-1.57956927045421,0.114205541246553,0.153001290807185
"MYL2",0.538788778367391,2.19165815822894,1.94298828208311,1.1279832093888,0.259327010279794,0.32055348490195
"RAD51AP1",305.964955527763,-0.906127144278256,0.35465669446418,-2.55494160528182,0.0106205613698908,0.0169119203045475
"CUX2",14.9390916548261,0.912490759053317,0.712868695411772,1.28002641289535,0.200535846786364,0.254520086027438
"SH2B3",2105.73533770148,-0.713357795939481,0.131354163555035,-5.43079698909275,5.61029279001472e-08,1.62115880301399e-07
"AKAP3",41.3758069571154,-0.154906378989733,0.406703758069203,-0.38088258570597,0.703290374870133,0.761293704756329
"MANSC1",1469.63214187951,1.23327663319828,0.198053528424471,6.22698642639228,4.7549229806202e-10,1.6394650081039e-09
"KCNA1",47.0999553787183,-0.0997283336599212,0.853582068564197,-0.116835085146146,0.906990740212999,0.931849876621691
"DUSP16",3824.87721634128,-0.298948389047856,0.208312825649615,-1.43509353356231,0.15126044599304,0.197357186331025
"CREBL2",1715.54844476379,0.575632200734944,0.16313167860067,3.52863530659815,0.000417708345576754,0.000803822104868997
"ACAD10",1354.95166305254,0.218776816054891,0.149537403634529,1.46302403771556,0.143460801607202,0.188292302109452
"ALDH2",6355.36608803013,2.51953828975826,0.183842562761833,13.7048692745994,9.49381431300765e-43,2.16083761699054e-41
"CDKN1B",2099.49888682313,0.693887442993515,0.156079359561236,4.44573481685307,8.7591944571442e-06,2.04105555000031e-05
"GPRC5D",171.752686574712,-2.67042420261253,0.428928006643331,-6.22580983580557,4.79074869217013e-10,1.65151784681105e-09
"NAA25",2249.45445083366,-2.20768191688248,0.177142542039795,-12.4627426673516,1.19199462314294e-35,1.99417762436897e-34
"GSG1",22.4818782041402,-5.74136850559841,0.791684963075165,-7.25208734961575,4.10397058949823e-13,1.78113635655204e-12
"SCNN1A",5664.19660746342,1.12804326603349,0.357556076489926,3.15487091453547,0.00160569131275276,0.00286967870969214
"LTBR",3214.50693941107,0.619926022035294,0.187625923522042,3.30405314147576,0.000952977660778594,0.00174954988824355
"OGFOD2",210.980780356485,2.98231367466052,0.241799821067771,12.3338125788962,5.95604760899037e-35,9.66649742176448e-34
"CDK2AP1",1507.16824869474,0.684372784629053,0.16195961002585,4.22557688623616,2.3832943199822e-05,5.29512608735816e-05
"OAS3",3164.47214806797,-0.34744491319032,0.347041712658483,-1.00116182152499,0.316748580889674,0.383036827424806
"OAS2",1266.4492549687,-0.481672133749953,0.373937070791403,-1.28811014305305,0.197707625023247,0.251400603075526
"ART4",31.1763744990889,-1.80122782387135,0.448755395977136,-4.01382989490141,5.97414074381186e-05,0.000127057458411084
"MGP",4111.36262017114,1.55268635053431,0.499326152501092,3.10956344416771,0.00187364041166831,0.00331674143291321
"RASAL1",588.287172610898,-1.5424652226139,0.587834156304019,-2.62398026054164,0.008690882185255,0.0140200505840566
"ARHGDIB",2716.36343177793,-0.0329016113498315,0.236843763363322,-0.138916942049092,0.889515782958212,0.91776587704239
"GTF2H3",668.256799859482,-1.10104751534894,0.186990954920642,-5.88823943819215,3.90331337756852e-09,1.24760293879397e-08
"EIF2B1",1053.55345755392,0.829544896291112,0.107861918764438,7.69080418551403,1.46213064745223e-14,6.99239883110963e-14
"DDX55",971.994188440699,-1.43242214210185,0.163616116103038,-8.75477413972949,2.04512621656891e-18,1.27727978133067e-17
"SLC38A1",10354.3316673519,-0.395803707158643,0.209876412733094,-1.88588942418221,0.0593098569701319,0.0836500060643678
"RERGL",66.5229245263695,4.66956062928303,0.759345038613526,6.14945827236732,7.77480368218424e-10,2.6404600425288e-09
"ENDOU",26.5507413374391,-2.64814777908038,0.568004994977882,-4.66219100623137,3.12860612441908e-06,7.60347306836121e-06
"SPRING1",1621.26125683639,-0.205366968703227,0.211536891898691,-0.970832873925275,0.331631509400918,0.398725680784744
"VDR",3829.92861601593,1.48603717928941,0.28473835610864,5.21895679808738,1.79933724205422e-07,4.96751950686237e-07
"FZD10",161.421520557744,-3.10861791738974,0.760417153967897,-4.08804286064407,4.35027791325156e-05,9.39618499162926e-05
"RFC5",492.479455115045,-0.0775943838857766,0.172502908165791,-0.44981493188046,0.65284389022586,0.715902032989584
"STX2",643.107811859618,-0.527750466472401,0.290478888488937,-1.81682899303886,0.0692433019344434,0.0964928107687416
"ADGRD1",729.161642325135,-0.698867167617612,0.477237054090868,-1.46440256813031,0.143083986846747,0.187862602419512
"COPZ1",3276.71973294718,0.933591092740751,0.140600287922302,6.64003684869174,3.13604742068357e-11,1.19679881988135e-10
"CAND1",3980.61145312218,-0.355806885456369,0.140853573139497,-2.52607638930102,0.0115344397964974,0.0182524586454982
"IL26",10.7836928266112,-2.97165583830739,0.716442783305965,-4.14779226973986,3.3569677655698e-05,7.34928837514733e-05
"IFNG",21.144490366432,-1.34096754779267,0.598450620551669,-2.2407321535677,0.0250434300328818,0.0376662225209654
"RAB5B",6178.80044114445,0.956995062370314,0.117042603770036,8.1764676412241,2.92285972068485e-16,1.56829330862834e-15
"MDM1",459.525051024515,-0.0646418103241103,0.285743735601099,-0.226223018286396,0.821027968622153,0.863653984815632
"NUP107",1193.58392891912,-0.634978357159521,0.165328126177039,-3.84071586512487,0.000122676042308742,0.000251614308663678
"CNOT2",3026.04112408608,-0.916988556770285,0.14126639289301,-6.49120104216702,8.51547528038727e-11,3.14123850356677e-10
"TIMELESS",858.149119034313,0.195358839260652,0.230941944111279,0.84592186149831,0.397596335965129,0.467912463001875
"CPSF6",3888.55767642796,-1.13803848231113,0.132112921713017,-8.61413454153439,7.04718979544713e-18,4.25450578343306e-17
"KRR1",1456.37929143562,-1.10198063919131,0.185118716600444,-5.95283210378885,2.63541624382724e-09,8.5340067667297e-09
"MRPL51",1259.57638070053,1.39139574797601,0.194084756027755,7.16901098495869,7.55414960583779e-13,3.21898236006608e-12
"GAPDH",29854.2236637177,3.45043328600861,0.25584483452376,13.4864293525073,1.87986648244148e-41,4.06911873562647e-40
"NOP2",333.16701878145,2.75336590482935,0.248109634036329,11.0973760270276,1.29180924559908e-28,1.50158010474682e-27
"CHD4",2991.50341176059,2.9274633260414,0.124367002951428,23.5389070779871,1.63079134651896e-122,4.30460965841567e-120
"ACRBP",78.1690148333324,0.342237183311639,0.443035357261537,0.772482777507995,0.439828543489959,0.511688385714169
"UHRF1BP1L",1124.77642548308,-0.672400920238568,0.166742087075982,-4.03258068811483,5.51676638636861e-05,0.000117751735369424
"COPS7A",1270.46513302993,1.14130089745346,0.159747656532756,7.14439837318953,9.03909028821091e-13,3.83969403056434e-12
"ING4",473.127428860441,1.50664376778741,0.241762285505411,6.2319222563508,4.6074613375319e-10,1.59179790437727e-09
"GNB3",104.16906694028,-2.00490668689015,0.359431090777772,-5.57800017397421,2.43299412040243e-08,7.2645802448151e-08
"CDCA3",297.990573149499,-0.111334810400064,0.271856779439128,-0.409534794864269,0.682147237505234,0.742679207652783
"CHPT1",1837.47692399068,1.11868387268863,0.238242406409314,4.6955699010472,2.65864429130379e-06,6.50960251948319e-06
"USP5",1849.11051533506,1.68692907016605,0.218647555084793,7.71528897047053,1.20708429292212e-14,5.81364343309298e-14
"TPI1",8468.95835374035,2.00707927324998,0.243040244557991,8.25821779804488,1.47863567604344e-16,8.10307699631072e-16
"GNPTAB",3414.2521999672,0.04059514469783,0.142104278037816,0.285671517130729,0.775129721998618,0.825886660681938
"SPSB2",260.033093529686,0.230011859312636,0.235015855964824,0.978707833853827,0.327724360239013,0.394752279524809
"ENO2",945.117018990763,0.4541435319596,0.346819722621377,1.30945128646963,0.190381528545233,0.2428974859024
"ATN1",6622.62225881535,0.38903100417265,0.231079225765643,1.68353949985621,0.092270699463453,0.125742481234972
"C12orf57",724.76203854012,4.22939350602745,0.309740685889821,13.6546269143728,1.8945715457849e-42,4.24102853093547e-41
"PTPN6",1260.39417861142,1.01613580292359,0.243043342499274,4.18088309876918,2.9037913206736e-05,6.398441049206e-05
"LPCAT3",1660.84602448899,3.43322356486835,0.204309695027355,16.8040168843122,2.28062437200347e-63,1.09452692398803e-61
"NT5DC3",2478.23557130225,-0.381694915941475,0.47389788303068,-0.805437056398,0.420567515086119,0.492051565144773
"SLCO1B3",212.597064554727,-5.78477331159038,0.749725418078911,-7.71585592817865,1.20172998714218e-14,5.78932278976859e-14
"APOBEC1",81.5412541682947,0.518046271077275,0.567531722967396,0.912805839942511,0.361344666344411,0.43042026849737
"NANOG",7.61492987241737,-2.80071670220749,0.714466309903266,-3.92001227123878,8.85444599727227e-05,0.000184495939237101
